title,description,category,priority
Broken fan,The ceiling fan is not working. The issue is at Library.,Maintenance,Low
Campus infrastructure problem,Several chairs and desks are damaged. I noticed this problem at Hostel A.,Infrastructure,High
Plumbing problem,A campus facility is damaged and needs repair. I noticed this problem at Main Gate.,Maintenance,Medium
Internet connectivity problem,Campus WiFi keeps disconnecting. The issue is at Hostel C.,IT / Wi-Fi,Medium
Student portal not working,The student portal is not working properly. The issue is at Main Gate.,IT / Wi-Fi,Medium
Hostel facility problem,I have an issue with my hostel room allocation.,Hostel,High
Library timing problem,A library facility requires maintenance. This has been causing inconvenience at Computer Lab.,Library,Medium
Building maintenance issue,The building requires maintenance. This has been causing inconvenience at Hostel A.,Infrastructure,Low
Lab workstation problem,There is a safety issue in the laboratory. Students at Main Gate are affected.,Laboratory,Critical
Internet connectivity problem,Campus WiFi keeps disconnecting.,IT / Wi-Fi,High
Reference book unavailable,I am facing an issue while returning a library book. This has been causing inconvenience at Laboratory Block.,Library,Low
Cleaning required,A maintenance request has been pending.,Maintenance,Low
Hostel facility problem,A basic hostel facility is not working properly. Students at Hostel A are affected.,Hostel,High
Internal marks issue,My marks have not been updated on the student portal. I noticed this problem at Academic Block.,Academic,High
Plumbing problem,There is a plumbing problem that needs attention. Students at Computer Lab are affected.,Maintenance,High
Lab equipment problem,Some required laboratory equipment is missing. This has been causing inconvenience at Computer Lab.,Laboratory,Low
Hostel room allocation issue,I have an issue with my hostel room allocation. This has been causing inconvenience at Laboratory Block.,Hostel,Medium
Bus delay,The college bus service is facing a problem.,Transport,Medium
Bus route problem,The college bus is overcrowded. Students at Library are affected.,Transport,Low
Water supply problem,A basic hostel facility is not working properly. I noticed this problem at Main Gate.,Hostel,Low
Broken fan,A maintenance request has been pending. This has been causing inconvenience at Campus.,Maintenance,Low
Campus infrastructure problem,Several chairs and desks are damaged. Students at Hostel C are affected.,Infrastructure,Medium
Internal marks issue,My semester result is still not showing. This has been causing inconvenience at Main Building.,Academic,Medium
Broken classroom equipment,Several chairs and desks are damaged. The issue is at Academic Block.,Infrastructure,Medium
Faculty related issue,I need assistance regarding an academic issue.,Academic,Low
Transport timing problem,The transport timing is inconvenient. This has been causing inconvenience at Sports Complex.,Transport,High
Damaged facility,An electrical repair is required.,Maintenance,Low
Network connection problem,The student portal is not working properly. Students at Hostel A are affected.,IT / Wi-Fi,Medium
Course registration problem,My marks have not been updated on the student portal. The issue is at Hostel C.,Academic,Medium
Library computer issue,The required book is not available in the library. This has been causing inconvenience at Hostel B.,Library,Medium
Classroom problem,Several chairs and desks are damaged.,Infrastructure,Medium
Attendance issue,My semester result is still not showing. I noticed this problem at Library.,Academic,High
Room maintenance issue,Water supply has been irregular in the hostel. This has been causing inconvenience at Main Building.,Hostel,Medium
Bathroom issue,There is an electricity problem in the hostel. This has been causing inconvenience at Campus.,Hostel,Medium
WiFi not working,The internet connection is unavailable.,IT / Wi-Fi,High
Hostel facility problem,The bathroom facilities require attention.,Hostel,Medium
Laboratory maintenance,Some required laboratory equipment is missing.,Laboratory,High
Bus maintenance problem,The college bus service is facing a problem. Students at Sports Complex are affected.,Transport,Medium
WiFi not working,The internet connection is unavailable. This has been causing inconvenience at Hostel A.,IT / Wi-Fi,High
Hostel cleanliness problem,My hostel room requires maintenance. The issue is at Laboratory Block.,Hostel,Medium
Book return issue,The required book is not available in the library. Students at Main Gate are affected.,Library,Medium
Laboratory computer issue,Practical equipment appears to be damaged.,Laboratory,Medium
Attendance issue,I am facing a problem while registering for my course. This has been causing inconvenience at Library.,Academic,Low
Building maintenance issue,The campus infrastructure needs attention. This has been causing inconvenience at Library.,Infrastructure,High
Exam schedule problem,I need assistance regarding an academic issue. This has been causing inconvenience at Hostel C.,Academic,Medium
Transport facility issue,The college bus arrived late today. I noticed this problem at Campus.,Transport,Medium
Assignment submission issue,I am facing a problem while registering for my course. The issue is at Library.,Academic,Medium
Lab equipment problem,The laboratory requires maintenance.,Laboratory,Medium
Broken fan,An electrical repair is required. I noticed this problem at Main Building.,Maintenance,Low
Lab workstation problem,A computer in the laboratory is not functioning. Students at Computer Lab are affected.,Laboratory,Medium
Bus overcrowding,The transport timing is inconvenient. I noticed this problem at Campus.,Transport,Medium
Hostel electricity problem,There is a problem with my hostel room. The issue is at Academic Block.,Hostel,High
Faculty related issue,The examination schedule has not been updated properly. I noticed this problem at Academic Block.,Academic,High
Laboratory maintenance,Some required laboratory equipment is missing.,Laboratory,Medium
WiFi not working,The computer network is not accessible.,IT / Wi-Fi,Low
Result not updated,My marks have not been updated on the student portal.,Academic,Low
Reference book unavailable,The required book is not available in the library.,Library,Medium
Result not updated,I am unable to submit my assignment through the portal. Students at Library are affected.,Academic,Medium
Practical equipment damaged,The laboratory requires maintenance. The issue is at Computer Lab.,Laboratory,Medium
Damaged furniture,There is a problem with the classroom facilities. The issue is at Hostel B.,Infrastructure,Low
Login portal issue,I cannot log in to the student portal. Students at Main Building are affected.,IT / Wi-Fi,Medium
Campus WiFi issue,The internet connection is unavailable.,IT / Wi-Fi,High
Reference book unavailable,The required book is not available in the library. The issue is at Hostel C.,Library,High
Attendance issue,My internal assessment marks appear to be incorrect. The issue is at Hostel A.,Academic,High
